PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,10/7/2022,00:12.4,1,1,"Warrecker, Bryce",1000093904,Right,CAL_MUS,"Brown, Kemet",,Left,CAL_MUS,Undefined,1,Top,0,0,1,Fastball,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,90.66857,-2.114119,-3.490416,2196.172086,228.44539,1:30,6.05848,2.5764,5.11532,-20.26993,14.97914,15.55981,2.37308,0.5808,82.52412,-5.881298,-0.743034,0.427312,71.13971,45.169996,-153.630432,3145.259211,,,,,58.83396,,,-8.78926,8.41441,-2.26039,50,5.84379,7.28006,-131.23402,-5.58611,-15.27406,28.68472,-17.5514,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20221007-BaggettStadium-Private-1,cc275520-4693-11ed-bd4f-cb0135c568d3,88.20822,46.26257,,8.14445,,,,2.67249,2.37558,-0.50945,b4fd4d19-7b3f-4a0b-8b88-d0ec60146fd1,10/7/2022,00:12.4,2022-10-07T16:00:12.3746654-07:00,2022-10-07T23:00:12.3746654Z,,v3,471251,471251,,"Villegas, Collin",1000083288,Right,CAL_MUS,f29ec928-aeba-49ee-a029-ecc3a2b41820,55.38516,-132.40586,14.34236,6.05735,-4.86909,-8.7757,-2.57054,7.90404,-7.63703,7.397083,2.67249,-65.90563,2.77316,0.15934,0.68357,-1.99448,2.66819,-1.73306,0.4393,2.37558,73.996,-29.73464,3.66668,0.03065,-1.96745,2.69812,-1.70129,0.41377,-0.50945,-32.67165,2.732,-0.57614,-0.15328,0.68751,-0.91764,0.58334,-0.14386,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
2,10/7/2022,00:33.7,1,2,"Warrecker, Bryce",1000093904,Right,CAL_MUS,"Brown, Kemet",,Left,CAL_MUS,Undefined,1,Top,0,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.48037,-3.902811,-3.286552,2253.104362,223.505193,1:30,5.97891,2.63857,5.35247,-16.96371,17.45119,15.44828,0.89303,0.84002,83.35291,-7.084515,-0.54585,0.422226,,,,,,,,,,,,-8.74315,10.24623,-2.35417,50,5.61498,6.89008,-132.27037,-9.60566,-15.43122,29.20154,-14.08997,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20221007-BaggettStadium-Private-1,d8db7030-4693-11ed-bd4f-cb0135c568d3,89.27082,,,8.12746,,,,,,,b4fd4d19-7b3f-4a0b-8b88-d0ec60146fd1,10/7/2022,00:33.7,2022-10-07T16:00:33.7072478-07:00,2022-10-07T23:00:33.7072478Z,,v3,471251,471251,,"Villegas, Collin",1000083288,Right,CAL_MUS,d5dec546-0bea-4e01-be00-f875e583c99f,55.14809,-133.40208,14.60077,5.97667,-9.0596,-7.04498,-2.63278,7.48811,-7.71561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,10/7/2022,00:49.7,1,3,"Warrecker, Bryce",1000093904,Right,CAL_MUS,"Brown, Kemet",,Left,CAL_MUS,Undefined,1,Top,0,1,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,83.31688,-2.020758,-3.839457,2064.187446,244.277687,2:15,5.99415,2.53211,5.3815,-31.17864,9.99796,17.99572,1.49659,0.42719,76.42063,-7.742141,-0.644506,0.461845,,,,,,,,,,,,-10.12461,5.9754,-2.20134,50,5.79095,7.34942,-120.66556,-5.33726,-14.93867,23.31352,-23.35745,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20221007-BaggettStadium-Private-1,e265e9a0-4693-11ed-bd4f-cb0135c568d3,81.6127,,,6.89625,,,,,,,b4fd4d19-7b3f-4a0b-8b88-d0ec60146fd1,10/7/2022,00:49.7,2022-10-07T16:00:49.6929630-07:00,2022-10-07T23:00:49.6929630Z,,v3,471251,471251,,"Villegas, Collin",1000083288,Right,CAL_MUS,04efa571-6207-4425-9991-a91d06861f61,55.11957,-121.65068,11.65676,5.99562,-4.35029,-11.67873,-2.52523,7.98066,-7.46933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,10/7/2022,01:07.9,1,4,"Warrecker, Bryce",1000093904,Right,CAL_MUS,"Brown, Kemet",,Left,CAL_MUS,Undefined,1,Top,0,1,2,ChangeUp,Changeup,InPlay,Undefined,LineDrive,Single,0,0,,83.17478,-2.030942,-3.184937,2056.27329,248.908404,2:15,6.11089,2.49118,5.29626,-33.22124,8.16768,17.74843,1.43185,0.97679,76.40267,-8.100049,-0.034677,0.463035,65.84544,14.080859,7.639578,1678.105213,109.4303,11.19267,11.18001,159.5738,159.5738,5.531422,1.987805,-9.85768,5.02268,-2.21495,50,5.90155,5.97611,-120.54634,-5.44377,-14.51203,23.32886,-24.77992,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20221007-BaggettStadium-Private-1,ed46a440-4693-11ed-bd4f-cb0135c568d3,81.40306,12.60136,,6.77211,,,,2.72172,1.62201,-0.99197,b4fd4d19-7b3f-4a0b-8b88-d0ec60146fd1,10/7/2022,01:07.9,2022-10-07T16:01:07.9240542-07:00,2022-10-07T23:01:07.9240542Z,GroundBall,v3,471251,471251,,"Villegas, Collin",1000083288,Right,CAL_MUS,b44f1fd2-be67-4b93-bf7a-1e81bff299cf,55.20585,-121.54963,11.66443,6.11275,-4.37807,-12.38996,-2.48538,6.60022,-7.25602,164.197744,2.72172,92.83978,-9.78207,1.75709,-0.28641,0.02656,0.00442,-0.00246,0.00037,1.62202,23.49408,-12.8611,0.28322,0.11044,-0.12913,0.06885,-0.01706,0.00164,-0.99197,12.45317,-2.92708,0.57573,-0.146,0.06075,-0.02498,0.00609,-0.00061,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
5,10/7/2022,02:08.4,2,1,"Warrecker, Bryce",1000093904,Right,CAL_MUS,"Fenn, Ryan",,Right,CAL_MUS,Undefined,1,Top,0,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.8632,-3.972034,-3.70039,2250.756069,225.799891,1:30,6.18153,2.71685,5.20596,-18.78639,16.0956,15.39847,0.86658,0.51508,83.35953,-7.452349,-0.977243,0.425081,,,,,,,,,,,,-8.71142,9.44693,-2.38621,50,5.79885,7.78816,-131.37397,-9.80571,-15.27828,26.91464,-15.60582,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20221007-BaggettStadium-Private-1,11515380-4694-11ed-bd4f-cb0135c568d3,88.67115,,,7.50368,,,,,,,b4fd4d19-7b3f-4a0b-8b88-d0ec60146fd1,10/7/2022,02:08.4,2022-10-07T16:02:08.3960158-07:00,2022-10-07T23:02:08.3960158Z,,v3,471251,471251,,"Villegas, Collin",1000083288,Right,CAL_MUS,101c8918-d1e1-4751-bcbb-97f0e8b3f3a7,55.29515,-132.45435,13.45732,6.17989,-9.17928,-7.80291,-2.71114,8.40144,-7.63914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,10/7/2022,02:28.3,2,2,"Warrecker, Bryce",1000093904,Right,CAL_MUS,"Fenn, Ryan",,Right,CAL_MUS,Undefined,1,Top,0,1,0,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Double,1,1,,91.35979,-2.702223,-4.07123,2268.592017,227.625508,1:30,6.17761,2.72961,5.2723,-17.63914,17.01312,17.33225,2.16112,0.34333,82.93978,-6.016276,-1.005255,0.423679,94.69201,26.455988,-16.68481,3271.722028,105.6156,51.06719,-30.74574,377.93705,377.93705,-16.010109,4.836007,-9.90843,9.66536,-2.37047,50,5.91745,8.60027,-132.09802,-6.85027,-17.40888,29.62694,-15.19224,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20221007-BaggettStadium-Private-1,1d260b10-4694-11ed-bd4f-cb0135c568d3,88.96454,73.57408,,8.42001,,,,2.43974,2.3536,-0.39011,b4fd4d19-7b3f-4a0b-8b88-d0ec60146fd1,10/7/2022,02:28.2,2022-10-07T16:02:28.2589022-07:00,2022-10-07T23:02:28.2589022Z,FlyBall,v3,471251,471251,,"Villegas, Collin",1000083288,Right,CAL_MUS,6e92a6ff-282b-40b8-9056-d8497cf70bf5,55.2281,-133.26542,14.81347,6.17558,-6.25165,-7.59612,-2.72286,9.28624,-8.70444,183.391212,2.44124,119.07394,-21.05423,4.82451,-0.86285,0.13061,-0.0196,0.00248,-0.00015,2.35318,61.87268,-13.51114,-0.27271,0.31657,-0.15132,0.04351,-0.00629,0.00035,-0.39072,-35.68626,7.09928,-1.73384,0.31921,-0.04647,0.00608,-0.00069,4.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
7,10/7/2022,03:14.4,3,1,"Warrecker, Bryce",1000093904,Right,CAL_MUS,"Stafford, Ryan",1000070790,Right,CAL_MUS,Undefined,1,Top,1,0,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.49693,-3.092266,-4.774224,2278.202565,231.834437,1:45,5.99766,2.45626,5.28073,-19.32092,15.2891,17.92328,1.47047,-0.54436,83.12308,-6.698274,-1.607138,0.423421,,,,,,,,,,,,-10.36556,8.90426,-2.03345,50,5.70056,10.1978,-132.12735,-7.83936,-18.23369,29.44583,-16.51085,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20221007-BaggettStadium-Private-1,389ed1b0-4694-11ed-bd4f-cb0135c568d3,89.01884,,,8.37385,,,,,,,b4fd4d19-7b3f-4a0b-8b88-d0ec60146fd1,10/7/2022,03:14.4,2022-10-07T16:03:14.4292190-07:00,2022-10-07T23:03:14.4292190Z,,v3,471251,471251,,"Villegas, Collin",1000083288,Right,CAL_MUS,0fa7fc3e-4a2b-4a40-8dd3-1734684d1ec5,55.2192,-133.28542,14.72291,5.99611,-7.19001,-8.25542,-2.44862,10.91492,-9.11685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
8,10/7/2022,03:30.1,3,2,"Warrecker, Bryce",1000093904,Right,CAL_MUS,"Stafford, Ryan",1000070790,Right,CAL_MUS,Undefined,1,Top,1,0,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.06445,-3.205151,-4.539577,2279.901084,222.39289,1:30,6.12377,2.33124,5.53707,-16.5519,17.13147,14.61942,1.73603,-0.70251,84.01785,-6.323248,-1.943928,0.417714,,,,,,,,,,,,-8.64308,9.87756,-1.94657,50,5.83378,9.90008,-133.08501,-8.012,-15.49993,28.58288,-14.46026,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20221007-BaggettStadium-Private-1,41f34700-4694-11ed-bd4f-cb0135c568d3,90.23504,,,8.0466,,,,,,,b4fd4d19-7b3f-4a0b-8b88-d0ec60146fd1,10/7/2022,03:30.1,2022-10-07T16:03:30.0782942-07:00,2022-10-07T23:03:30.0782942Z,,v3,471251,471251,,"Villegas, Collin",1000083288,Right,CAL_MUS,38b493d8-6225-4d8f-9def-70f6bfb83a91,54.96294,-134.14667,14.29144,6.12139,-7.4749,-7.23013,-2.32498,10.47579,-7.74996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,10/7/2022,03:46.4,3,3,"Warrecker, Bryce",1000093904,Right,CAL_MUS,"Stafford, Ryan",1000070790,Right,CAL_MUS,Undefined,1,Top,1,0,2,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,91.75839,-1.701434,-5.734852,2325.992743,227.045124,1:30,6.2352,2.51345,5.45738,-18.88328,15.03182,14.99143,3.06042,-1.62359,83.9405,-5.227326,-3.085939,0.419149,,,,,,,,,,,,-9.02953,8.33386,-2.01671,50,6.07164,12.62115,-132.58018,-4.60495,-16.14946,27.06073,-17.26878,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20221007-BaggettStadium-Private-1,4bb87f80-4694-11ed-bd4f-cb0135c568d3,89.92621,,,7.81788,,,,,,,b4fd4d19-7b3f-4a0b-8b88-d0ec60146fd1,10/7/2022,03:46.4,2022-10-07T16:03:46.3933790-07:00,2022-10-07T23:03:46.3933790Z,,v3,471251,471251,,"Villegas, Collin",1000083288,Right,CAL_MUS,242465f2-82b0-4f64-aa4f-c722d4d408fd,55.04253,-133.60544,13.53036,6.23372,-3.95068,-8.63439,-2.50648,13.23301,-8.07473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,10/7/2022,04:03.7,3,4,"Warrecker, Bryce",1000093904,Right,CAL_MUS,"Stafford, Ryan",1000070790,Right,CAL_MUS,Undefined,1,Top,1,1,2,Fastball,Sinker,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,91.13833,-2.151287,-4.770545,2335.682304,227.175431,1:30,6.16323,2.46576,5.28731,-18.87686,15.65871,15.70832,2.562,-0.71541,83.40238,-5.668629,-1.99583,0.422965,,,,,,,,,,,,-9.11245,8.73512,-2.04197,50,5.95293,10.26859,-131.81711,-5.62764,-16.09888,26.94321,-16.74175,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20221007-BaggettStadium-Private-1,560cd8a0-4694-11ed-bd4f-cb0135c568d3,89.11476,,,7.73594,,,,,,,b4fd4d19-7b3f-4a0b-8b88-d0ec60146fd1,10/7/2022,04:03.7,2022-10-07T16:04:03.7350000-07:00,2022-10-07T23:04:03.7350000Z,,v3,471251,471251,,"Villegas, Collin",1000083288,Right,CAL_MUS,128b1576-9722-4ee6-b0c2-e24f061a1e31,55.21286,-132.87834,13.4716,6.16161,-4.96823,-8.37088,-2.45891,10.90268,-8.04944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.30392,2.649346,1.736089,0.913257,-1.21201,2.29632,0.8039,-1.88794,5.27858,-1.23266,70.22002,4.90336,-54.57291,-1.85202,83.2142,-4.68389,5.32716,12.43222,-14.09145,-1.32199,-65.28641,7.58909,High,High,High,,,High,High,High
