PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2022-10-27,16:19:45.32,1,1,"Larkin, Noah",1000114574,Left,CAL_MUS,"Steels, Jacob",,Right,CAL_MUS,Undefined,1,Top,0,0,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,83.30169,-1.399992,1.289919,1972.915335,147.678842,11:00,6.31498,-1.76174,5.57916,-21.59978,19.73848,-11.53142,3.20686,-1.51775,75.12132,-5.496015,-0.767731,0.462751,,,,,,,,,,,,6.1828,10.8369,1.6582,50,6.18074,-2.22648,-120.6857,-3.57587,8.98813,26.62759,-16.42014,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20221027-BaggettStadium-Private-1,d7d34090-564d-11ed-8432-87708fd88e9d,81.45293,,,8.18037,,,,,,,dac69487-100d-47f1-996d-4556110b28c1,2022-10-27,23:19:45.32,2022-10-27T16:19:45.3280000-07:00,2022-10-27T23:19:45.3280000Z,,v3,471251,471251,,"Stafford, Ryan",1000070790,Right,CAL_MUS,1798d31e-4964-4e31-b935-d3bee41ae532,54.91611,-121.76554,13.31379,6.31225,-2.90998,-8.21007,1.75589,-2.59098,4.49407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,2022-10-27,16:20:01.04,1,2,"Larkin, Noah",1000114574,Left,CAL_MUS,"Steels, Jacob",,Right,CAL_MUS,Undefined,1,Top,0,1,0,Other,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,57.62333,-2.315753,7.652145,1219.106651,165.171727,11:30,6.29873,-2.00758,5.89708,-63.02373,24.246,-5.50181,-1.12372,4.68084,53.0094,-13.800148,6.677485,0.672362,,,,,,,,,,,,5.45981,14.13741,1.39145,50,6.07466,-10.97276,-82.73599,-4.71637,3.70877,13.09805,-22.57073,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20221027-BaggettStadium-Private-1,e1432d20-564d-11ed-8432-87708fd88e9d,56.05974,,,4.61393,,,,,,,dac69487-100d-47f1-996d-4556110b28c1,2022-10-27,23:20:01.04,2022-10-27T16:20:01.0480000-07:00,2022-10-27T23:20:01.0480000Z,,v3,471251,471251,,"Stafford, Ryan",1000070790,Right,CAL_MUS,121af598-c8eb-4228-ad61-8a1151624635,54.60047,-83.46112,6.54903,6.30118,-3.46682,-11.28536,2.0046,-11.17808,1.85438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2022-10-27,16:20:26.55,1,3,"Larkin, Noah",1000114574,Left,CAL_MUS,"Steels, Jacob",,Right,CAL_MUS,Undefined,1,Top,0,2,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,83.03398,0.00817,3.111787,2034.267122,152.18758,11:00,6.11443,-1.89698,5.75153,-23.5084,17.77178,-8.60398,4.16301,0.28581,74.95965,-4.443016,1.575178,0.462426,,,,,,,,,,,,5.29555,9.44359,1.64348,50,6.10097,-6.17942,-120.25557,-0.66528,7.66835,25.74216,-18.49901,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20221027-BaggettStadium-Private-1,f066c190-564d-11ed-8432-87708fd88e9d,81.51023,,,8.07434,,,,,,,dac69487-100d-47f1-996d-4556110b28c1,2022-10-27,23:20:26.55,2022-10-27T16:20:26.5540000-07:00,2022-10-27T23:20:26.5540000Z,,v3,471251,471251,,"Stafford, Ryan",1000070790,Right,CAL_MUS,aebb409e-f327-42d0-bda5-7cd2471744a2,54.74391,-121.26681,12.87108,6.11284,0.06142,-9.24951,1.89214,-6.48066,3.83417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,2022-10-27,16:20:43.43,1,4,"Larkin, Noah",1000114574,Left,CAL_MUS,"Steels, Jacob",,Right,CAL_MUS,Undefined,1,Top,0,3,0,Fastball,Changeup,BallCalled,Walk,Undefined,Undefined,0,0,,82.91567,-3.31198,3.377089,2083.792862,137.078634,10:30,6.22719,-1.83522,5.33125,-25.22364,17.22556,-14.50918,1.00874,0.12805,74.76967,-8.01483,0.803053,0.468928,,,,,,,,,,,,8.39981,10.18859,1.54071,50,5.90961,-6.45423,-119.74792,-7.74496,11.98433,26.88092,-17.63758,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20221027-BaggettStadium-Private-1,fa75d450-564d-11ed-8432-87708fd88e9d,80.38001,,,8.14599,,,,,,,dac69487-100d-47f1-996d-4556110b28c1,2022-10-27,23:20:43.43,2022-10-27T16:20:43.4350000-07:00,2022-10-27T23:20:43.4350000Z,,v3,471251,471251,,"Stafford, Ryan",1000070790,Right,CAL_MUS,9f6d4329-e9a8-4c68-87ed-c0a5c044439b,55.16654,-120.90214,13.44046,6.2259,-6.98764,-8.81879,1.82889,-6.96881,5.99217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,2022-10-27,16:21:17.60,2,1,"Larkin, Noah",1000114574,Left,CAL_MUS,"Brown, Kemet",,Right,CAL_MUS,Undefined,1,Top,0,0,0,Fastball,Changeup,InPlay,Undefined,Popup,Out,1,0,,82.21105,-1.917219,2.895019,1990.04021,161.313006,11:30,6.16687,-2.02696,5.45613,-23.24789,19.17552,-5.99036,2.43185,0.18621,74.74729,-6.274439,1.830342,0.468786,71.11351,87.817552,140.28546,,,,,,9.03707,,,3.90429,10.67709,1.77582,50,5.98209,-5.77827,-119.06451,-4.69963,5.56351,24.4256,-16.95943,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20221027-BaggettStadium-Private-1,0ed596b0-564e-11ed-8432-87708fd88e9d,80.40443,108.91783,,7.46377,,,,2.68938,2.57051,-0.14526,dac69487-100d-47f1-996d-4556110b28c1,2022-10-27,23:21:17.60,2022-10-27T16:21:17.6060000-07:00,2022-10-27T23:21:17.6060000Z,,v3,471251,471251,,"Stafford, Ryan",1000070790,Right,CAL_MUS,be3a8610-db6b-4d5c-9c4d-f4477e497117,55.04294,-120.09459,12.2128,6.16521,-3.98441,-8.47971,2.02446,-6.0129,2.78176,,2.68944,-3.05852,0.50057,-0.1173,0.13075,-0.10246,0.04286,-0.00887,0.00072,2.57071,104.21535,-32.66757,4.90121,-0.93674,0.07301,0.02357,-0.00804,0.00075,-0.14537,2.54384,0.41045,-0.07574,-0.17359,0.16908,-0.07337,0.0153,-0.00124,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Medium,,,
6,2022-10-27,16:22:19.41,3,1,"Larkin, Noah",1000114574,Left,CAL_MUS,"Fenn, Ryan",,Right,CAL_MUS,Undefined,1,Top,1,0,0,Fastball,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,84.46765,-0.717496,2.097332,2078.351269,146.646519,11:00,6.24453,-2.01048,5.6253,-23.97942,15.59757,-9.43469,3.57623,-0.83868,77.20256,-5.201759,0.413395,0.452786,84.16509,21.269372,53.928378,2998.786974,,,,,119.55977,,,5.36319,8.48591,1.83785,50,6.16812,-4.09837,-122.57993,-2.29241,8.15963,24.24524,-19.26346,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20221027-BaggettStadium-Private-1,33a2d2a0-564e-11ed-8432-87708fd88e9d,83.24565,34.3002,,7.26509,,,,0.10344,3.26925,1.50522,dac69487-100d-47f1-996d-4556110b28c1,2022-10-27,23:22:19.41,2022-10-27T16:22:19.4170000-07:00,2022-10-27T23:22:19.4170000Z,,v3,471251,471251,,"Stafford, Ryan",1000070790,Right,CAL_MUS,42091825-9942-4afd-8261-d8b109f70c8f,54.87382,-123.54016,12.12262,6.2438,-1.52948,-9.63173,2.00657,-4.42154,4.07982,,0.10344,67.73141,-16.90812,3.35935,-0.75842,0.13507,-0.02599,0.00539,-0.00064,3.26925,44.77895,-16.96827,1.52565,-0.24652,0.05212,-0.00767,0.00107,-0.00017,1.50522,92.97964,-3.16171,-0.68985,0.36178,-0.11702,0.02759,-0.00501,0.00051,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
7,2022-10-27,16:22:44.76,3,2,"Larkin, Noah",1000114574,Left,CAL_MUS,"Fenn, Ryan",,Right,CAL_MUS,Undefined,1,Top,1,0,1,Fastball,Changeup,InPlay,Undefined,GroundBall,Single,0,0,,84.37715,-1.435501,1.860203,2029.486734,136.559897,10:30,6.13495,-2.16182,5.41623,-23.3519,16.90745,-14.70217,2.84318,-1.64373,76.65417,-5.804945,-0.755115,0.456672,92.98183,-13.278665,24.14693,,,,,13.19057,12.58483,29.565542,0.092859,7.94713,9.33623,2.00706,50,5.99144,-3.34638,-122.31732,-3.81345,11.95248,25.76427,-18.13238,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20221027-BaggettStadium-Private-1,42c99b60-564e-11ed-8432-87708fd88e9d,82.53716,2.73041,,7.72299,,,,0.44043,2.73041,1.5627,dac69487-100d-47f1-996d-4556110b28c1,2022-10-27,23:22:44.76,2022-10-27T16:22:44.7680000-07:00,2022-10-27T23:22:44.7680000Z,GroundBall,v3,471251,471251,,"Stafford, Ryan",1000070790,Right,CAL_MUS,41e26043-89a8-432a-8ab6-1c7851443fda,55.08247,-123.38322,12.88213,6.13369,-3.0633,-9.06619,2.15573,-3.84087,5.97624,179.955187,0.44062,121.08646,-24.55492,,,,,,,2.72994,-31.25636,20.05787,,,,,,,1.56279,54.2836,-11.03109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
8,2022-10-27,16:23:34.84,4,1,"Larkin, Noah",1000114574,Left,CAL_MUS,"Yorke, Joe",1000079666,Right,CAL_MUS,Undefined,1,Top,1,0,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,72.22099,0.711705,3.246233,2591.14071,269.636755,3:00,6.16871,-2.12299,4.69913,-55.14818,2.20898,13.31969,2.24979,2.07201,65.39034,-9.237946,5.57841,0.545086,,,,,,,,,,,,-5.41461,1.44724,1.78083,50,6.19209,-6.4436,-104.33407,-0.56355,-5.83974,21.08235,-30.61316,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20221027-BaggettStadium-Private-1,60a3f8b0-564e-11ed-8432-87708fd88e9d,69.14949,,,6.83066,,,,,,,dac69487-100d-47f1-996d-4556110b28c1,2022-10-27,23:23:34.84,2022-10-27T16:23:34.8400000-07:00,2022-10-27T23:23:34.8400000Z,,v3,471251,471251,,"Stafford, Ryan",1000070790,Right,CAL_MUS,01d0edb0-ce6b-4224-95d3-89615134e4f9,55.79871,-105.49929,10.54117,6.17648,1.12843,-15.30658,2.12804,-6.12084,-2.91987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2022-10-27,16:24:02.10,4,2,"Larkin, Noah",1000114574,Left,CAL_MUS,"Yorke, Joe",1000079666,Right,CAL_MUS,Undefined,1,Top,1,1,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,70.16603,2.14438,1.169168,2639.495568,276.430714,3:15,6.07737,-2.15723,4.63587,-61.3631,-0.19768,22.76797,3.00323,0.85147,63.07705,-8.954763,5.159546,0.562891,,,,,,,,,,,,-10.62379,-0.14055,2.01533,50,6.24194,-2.96639,-101.38646,1.7472,-10.75151,20.85679,-32.31627,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20221027-BaggettStadium-Private-1,70f1dc50-564e-11ed-8432-87708fd88e9d,66.96223,,,7.08898,,,,,,,dac69487-100d-47f1-996d-4556110b28c1,2022-10-27,23:24:02.10,2022-10-27T16:24:02.1080000-07:00,2022-10-27T23:24:02.1080000Z,,v3,471251,471251,,"Stafford, Ryan",1000070790,Right,CAL_MUS,507bade2-8019-42e8-ba37-9f3bb24ea3c6,55.86206,-102.58529,10.4284,6.08813,3.60471,-16.15814,2.16807,-2.3484,-5.37576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,2022-10-27,16:24:25.00,4,3,"Larkin, Noah",1000114574,Left,CAL_MUS,"Yorke, Joe",1000079666,Right,CAL_MUS,Undefined,1,Top,1,1,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,75.90628,-1.404447,5.615141,1453.781624,111.397236,9:45,5.87566,-2.1023,5.7736,-42.15274,6.82579,-13.4828,1.04943,2.01621,70.00967,-9.124192,3.213658,0.503703,,,,,,,,,,,,8.44922,4.29284,1.64533,50,5.73329,-10.31551,-109.783,-3.97131,10.33936,18.94569,-26.92087,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20221027-BaggettStadium-Private-1,7e886820-564e-11ed-8432-87708fd88e9d,74.83072,,,5.89661,,,,,,,dac69487-100d-47f1-996d-4556110b28c1,2022-10-27,23:24:25.00,2022-10-27T16:24:25.0080000-07:00,2022-10-27T23:24:25.0080000Z,,v3,471251,471251,,"Stafford, Ryan",1000070790,Right,CAL_MUS,bd913732-2fc7-443d-b210-04e73ba115e9,54.72828,-110.59596,9.47284,5.87891,-2.81612,-13.46044,2.09749,-10.75918,5.16968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
