PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2022-11-10,15:24:31.48,1,1,"Royle, Charlie",1000132734,Right,CAL_MUS,"Villegas, Collin",1000083288,Right,CAL_MUS,Undefined,1,Top,0,0,1,Curveball,Curveball,FoulBall,Undefined,Undefined,Undefined,0,0,,72.01839,0.038475,-0.11123,1956.365938,42.335189,7:30,6.08723,0.56123,5.57289,-66.47941,-11.81375,-12.32658,0.58322,-0.56988,66.7139,-11.988657,-2.321888,0.532143,60.32941,-47.987808,-158.355159,,,,,3.7139,4.79162,0.335054,0.019162,6.30201,-5.69548,-0.54306,50,6.04599,0.62268,-104.67869,-1.96566,6.94457,18.80255,-38.45023,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20221110-BaggettStadium-Private-1,d1ebd370-614e-11ed-8492-072894694bd7,70.83135,1.26293,,5.30449,,,,4.77125,1.26293,0.44134,a4142153-06b1-4209-9332-846a29ef4bfb,2022-11-10,23:24:31.48,2022-11-10T15:24:31.4840000-08:00,2022-11-10T23:24:31.4840000Z,GroundBall,v3,471251,471251,,"Stafford, Ryan",1000070790,Right,CAL_MUS,20f70fbf-d803-4c2a-8660-986a9c51100d,54.93268,-105.56099,9.40127,6.09589,-0.16141,-19.22512,-0.56464,0.29681,3.47228,,4.77168,-55.18358,,,,,,,,1.26344,-65.9087,,,,,,,,0.44151,-21.8987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
2,2022-11-10,15:24:54.66,1,2,"Royle, Charlie",1000132734,Right,CAL_MUS,"Villegas, Collin",1000083288,Right,CAL_MUS,Undefined,1,Top,0,0,2,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,73.7858,-0.387225,0.785443,1989.970605,51.325562,7:45,6.10201,0.89207,5.39654,-67.48901,-14.73103,-20.58245,0.115,-0.087,68.04814,-12.543816,-2.897608,0.522776,,,,,,,,,,,,10.78701,-7.05347,-0.94667,50,6.01896,-0.7373,-107.17131,-2.89891,12.37345,20.89612,-40.26485,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20221110-BaggettStadium-Private-1,dfbe56d0-614e-11ed-8492-072894694bd7,72.10059,,,5.73766,,,,,,,a4142153-06b1-4209-9332-846a29ef4bfb,2022-11-10,23:24:54.66,2022-11-10T15:24:54.6600000-08:00,2022-11-10T23:24:54.6600000Z,,v3,471251,471251,,"Stafford, Ryan",1000070790,Right,CAL_MUS,e56e589a-9b70-40e1-bdd6-ceaf7f3c3f3d,55.10991,-108.16304,10.44806,6.1112,-0.98793,-20.13243,-0.89775,-1.32454,6.18673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2022-11-10,15:25:13.00,1,3,"Royle, Charlie",1000132734,Right,CAL_MUS,"Villegas, Collin",1000083288,Right,CAL_MUS,Undefined,1,Top,0,1,2,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Double,0,0,,87.07585,-2.199003,-0.25839,2158.75673,194.145525,12:30,6.25278,0.91127,6.17767,-17.8006,18.75107,4.42366,2.73756,1.04128,79.48252,-5.597795,0.540085,0.435136,101.94352,8.144411,-38.031816,2373.468025,81.81617,5.30515,-73.52609,140.59883,140.59883,-43.483158,1.102904,-2.39851,10.75308,-0.89408,50,6.07754,0.40171,-126.47955,-5.34326,-3.86829,26.84936,-14.83161,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20221110-BaggettStadium-Private-1,eaa2e200-614e-11ed-8492-072894694bd7,86.6222,7.73376,,7.59333,,,,3.67375,2.82585,-1.14925,a4142153-06b1-4209-9332-846a29ef4bfb,2022-11-10,23:25:13.00,2022-11-10T15:25:13.0010000-08:00,2022-11-10T23:25:13.0010000Z,LineDrive,v3,471251,471251,,"Stafford, Ryan",1000070790,Right,CAL_MUS,8c6ec861-4371-48d8-8769-dc965a7f513e,54.32364,-127.39408,13.42468,6.25093,-4.83808,-7.4158,-0.91001,0.53347,-1.93414,,3.67375,116.58187,-31.99283,8.31977,-2.10326,0.42802,-0.01078,-0.03472,0.00876,2.82585,21.18189,-23.98271,2.70143,-0.53831,0.141,-0.06329,0.02613,-0.00487,-1.14925,-91.18823,3.51687,0.95054,-0.52859,0.10918,0.04456,-0.04012,0.00892,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
4,2022-11-10,15:25:57.08,2,1,"Royle, Charlie",1000132734,Right,CAL_MUS,"Cloyd, Evan",1000131950,Right,CAL_MUS,Undefined,1,Top,0,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,75.58365,1.128035,-0.368516,2280.141616,104.030269,9:30,6.08363,1.13339,5.36086,-44.83495,5.37492,-14.85194,3.40538,-0.44986,68.9479,-7.094066,-3.008616,0.509995,,,,,,,,,,,,7.29307,2.89386,-1.08956,50,6.15347,1.2844,-109.63574,0.70908,8.8141,20.6611,-28.67667,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20221110-BaggettStadium-Private-1,05113d80-614f-11ed-8492-072894694bd7,73.90747,,,6.63575,,,,,,,a4142153-06b1-4209-9332-846a29ef4bfb,2022-11-10,23:25:57.08,2022-11-10T15:25:57.0870000-08:00,2022-11-10T23:25:57.0870000Z,,v3,471251,471251,,"Stafford, Ryan",1000070790,Right,CAL_MUS,8cf0a609-e98d-4a50-962a-bca2c4e54ccc,55.13768,-110.5997,10.33055,6.08918,2.04702,-14.33834,-1.13989,0.87317,4.40705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,2022-11-10,15:26:16.02,2,2,"Royle, Charlie",1000132734,Right,CAL_MUS,"Cloyd, Evan",1000131950,Right,CAL_MUS,Undefined,1,Top,0,1,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,76.1835,1.705865,0.857476,2320.931735,88.933089,9:00,6.14696,1.27455,5.23333,-48.15865,1.16614,-19.40332,3.7379,0.4637,69.91292,-7.066898,-2.584382,0.50548,,,,,,,,,,,,9.87583,0.6126,-1.33865,50,6.26828,-0.88603,-110.57518,1.66677,12.22865,19.69483,-31.4155,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20221110-BaggettStadium-Private-1,103c4790-614f-11ed-8492-072894694bd7,74.56761,,,6.27058,,,,,,,a4142153-06b1-4209-9332-846a29ef4bfb,2022-11-10,23:26:16.02,2022-11-10T15:26:16.0240000-08:00,2022-11-10T23:26:16.0240000Z,,v3,471251,471251,,"Stafford, Ryan",1000070790,Right,CAL_MUS,c26350b2-99d6-4cba-ab4d-b255c7175730,55.268,-111.50953,9.84742,6.15385,3.15716,-15.70775,-1.28285,-1.46618,6.11432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,2022-11-10,15:26:40.73,2,3,"Royle, Charlie",1000132734,Right,CAL_MUS,"Cloyd, Evan",1000131950,Right,CAL_MUS,Undefined,1,Top,0,2,0,Fastball,Four-Seam,InPlay,Undefined,Popup,Out,1,0,,86.38784,-1.073523,-1.503431,2225.30276,199.9937,12:45,6.40936,0.97233,6.37665,-19.04702,17.68225,6.01118,3.83397,0.08972,78.99627,-4.714004,-0.414963,0.436192,88.1665,62.648261,16.419058,,96.02465,148.12558,53.65875,162.99475,88.98803,39.019148,5.554596,-3.56441,9.88375,-0.86659,50,6.3229,3.06749,-125.55465,-2.85544,-5.68639,25.56047,-16.40628,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20221110-BaggettStadium-Private-1,1eef8e00-614f-11ed-8492-072894694bd7,86.4125,148.95534,,7.39158,,,,1.5318,3.71744,-0.12774,a4142153-06b1-4209-9332-846a29ef4bfb,2022-11-10,23:26:40.73,2022-11-10T15:26:40.7320000-08:00,2022-11-10T23:26:40.7320000Z,Popup,v3,471251,471251,,"Stafford, Ryan",1000070790,Right,CAL_MUS,51f2a291-08e9-430f-b633-c4860b2bc829,54.1233,-126.39128,12.78023,6.40758,-2.31843,-8.20314,-0.97004,3.25362,-2.8432,195.16813,1.4646,58.21005,-25.09487,14.38666,-7.3218,2.66338,-0.59204,0.07169,-0.00365,3.68631,115.44671,-31.49078,6.91925,-3.14799,1.15569,-0.25673,0.03053,-0.00156,-0.10547,16.37886,3.21169,-3.51375,2.27558,-0.90173,0.20642,-0.02507,0.00126,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
7,2022-11-10,15:27:21.77,3,1,"Royle, Charlie",1000132734,Right,CAL_MUS,"Haas, Matthias",1000016567,Right,CAL_MUS,Undefined,1,Top,1,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,87.14772,-2.567464,-0.478345,2160.741329,220.642617,1:15,6.2862,1.21227,6.31844,-21.03596,15.59572,12.27418,2.16675,1.79453,79.01035,-6.567218,1.743925,0.435612,,,,,,,,,,,,-6.47103,9.28713,-1.18247,50,6.08821,0.55938,-126.41851,-6.24869,-10.34505,28.69016,-17.32699,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20221110-BaggettStadium-Private-1,376c0490-614f-11ed-8492-072894694bd7,86.52752,,,8.13736,,,,,,,a4142153-06b1-4209-9332-846a29ef4bfb,2022-11-10,23:27:21.77,2022-11-10T15:27:21.7730000-08:00,2022-11-10T23:27:21.7730000Z,,v3,471251,471251,,"Stafford, Ryan",1000070790,Right,CAL_MUS,ef0a5dbf-906e-4e4a-bac1-b669c1468931,54.17833,-127.36323,14.34508,6.28458,-5.67814,-8.66349,-1.2065,0.90003,-5.17253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
8,2022-11-10,15:27:41.45,3,2,"Royle, Charlie",1000132734,Right,CAL_MUS,"Haas, Matthias",1000016567,Right,CAL_MUS,Undefined,1,Top,1,1,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,80.05835,-2.041548,-1.402283,1374.690121,219.061119,1:15,6.01679,1.18914,6.36483,-25.07482,17.95525,13.39942,2.04713,1.01505,73.09655,-6.795474,1.025219,0.472125,69.05079,-38.378056,-96.299106,,,,,5.02895,3.66925,-50.236089,0.036384,-7.49197,10.42067,-1.09407,50,5.85731,2.38666,-116.28069,-4.79075,-10.18943,23.15994,-18.00148,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20221110-BaggettStadium-Private-1,43248190-614f-11ed-8492-072894694bd7,79.83565,2.29561,,6.9618,,,,3.53468,2.29561,-0.98457,a4142153-06b1-4209-9332-846a29ef4bfb,2022-11-10,23:27:41.45,2022-11-10T15:27:41.4500000-08:00,2022-11-10T23:27:41.4500000Z,GroundBall,v3,471251,471251,,"Stafford, Ryan",1000070790,Right,CAL_MUS,0518dae3-9fcc-4bae-8aa5-4d398d5ae37d,54.13632,-117.10164,11.57997,6.01582,-4.15266,-9.00074,-1.18508,2.74784,-5.09472,,3.53486,-8.74092,,,,,,,,2.29688,-63.09327,,,,,,,,-0.98298,-79.18558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
9,2022-11-10,15:28:07.32,3,3,"Royle, Charlie",1000132734,Right,CAL_MUS,"Haas, Matthias",1000016567,Right,CAL_MUS,Undefined,1,Top,1,2,0,Fastball,Cutter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,86.36408,-2.963298,-0.416386,2202.052112,191.286478,12:30,6.28571,1.08128,6.14952,-21.28769,15.44272,2.87264,1.77111,0.93591,80.06724,-6.944222,0.102123,0.436199,,,,,,,,,,,,-1.59524,9.06264,-1.05108,50,6.04895,0.80179,-125.50688,-7.12427,-2.57354,22.68412,-17.55362,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20221110-BaggettStadium-Private-1,52901b80-614f-11ed-8492-072894694bd7,86.41114,,,6.29685,,,,,,,a4142153-06b1-4209-9332-846a29ef4bfb,2022-11-10,23:28:07.32,2022-11-10T15:28:07.3290000-08:00,2022-11-10T23:28:07.3290000Z,,v3,471251,471251,,"Stafford, Ryan",1000070790,Right,CAL_MUS,2a9a00c6-a1eb-45b1-9b67-8b431245192e,54.35167,-126.29096,11.34206,6.28471,-6.51753,-8.77681,-1.08033,0.89074,-1.28677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,2022-11-10,15:28:40.29,3,4,"Royle, Charlie",1000132734,Right,CAL_MUS,"Haas, Matthias",1000016567,Right,CAL_MUS,Undefined,1,Top,1,2,1,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,74.01621,-1.341819,-0.037914,1988.451579,26.564673,7:00,6.13841,0.79585,5.57337,-63.05074,-11.08591,-6.38398,-0.3694,0.22844,68.47841,-12.722318,-1.18426,0.518831,,,,,,,,,,,,3.29351,-5.01122,-0.78809,50,5.98037,0.29064,-107.50531,-4.48307,3.81358,20.4803,-37.97658,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20221110-BaggettStadium-Private-1,6637d880-614f-11ed-8492-072894694bd7,72.64875,,,5.5378,,,,,,,a4142153-06b1-4209-9332-846a29ef4bfb,2022-11-10,23:28:40.29,2022-11-10T15:28:40.2910000-08:00,2022-11-10T23:28:40.2910000Z,,v3,471251,471251,,"Stafford, Ryan",1000070790,Right,CAL_MUS,8aacc077-0f38-4606-a3d6-fabdacab0c71,54.93166,-108.44074,10.24015,6.14552,-2.74849,-18.98829,-0.79739,0.11645,1.90679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
